driver_info,laps,time,gap,int.,kph,best,lap,race_id,season,session_type,lap_set_on,status,car_number,driver_name,driver_code,team_name,time_s,best_lap_s,gap_s
DNF22I. CohenCOHCarlin,11,22:00.643,DNF,-,158.262,1:35.999,10,1040,2023,ROUND2Summary,,DNF,22,I  Cohen,COH,Carlin,1320.643,95.999,
DNF30R. FariaFARPHM Racing by Charouz,8,19:00.521,DNF,-,133.278,1:37.320,7,1040,2023,ROUND2Summary,,DNF,30,R  Faria,FAR,PHM Racing by Charouz,1140.521,97.32,
DNF31P. WisnickiWISPHM Racing by Charouz,6,13:55.224,DNF,-,136.496,1:38.473,6,1040,2023,ROUND2Summary,,DNF,31,P  Wisnicki,WIS,PHM Racing by Charouz,835.224,98.473,
DNF7K. FrederickFREART Grand Prix,4,9:40.672,DNF,-,130.888,2:01.663,2,1040,2023,ROUND2Summary,,DNF,7,K  Frederick,FRE,ART Grand Prix,580.672,121.663,
DNF11M. BoyaBOYMP Motorsport,1,1:49.304,DNF,-,173.834,-,-,1040,2023,ROUND2Summary,,DNF,11,M  Boya,BOY,MP Motorsport,109.304,,
DNF10F. ColapintoCOLMP Motorsport,1,1:45.471,DNF,-,180.151,-,-,1040,2023,ROUND2Summary,,DNF,10,F  Colapinto,COL,MP Motorsport,105.471,,
DNF14S. MontoyaMONHitech Pulse-Eight,-,-,DNF,-,-,-,-,1040,2023,ROUND2Summary,,DNF,14,S  Montoya,MON,Hitech Pulse-Eight,,,
115G. MinìMINHitech Pulse-Eight,27,41:45.651,-,-,129.449,1:25.165,13,1042,2023,ROUND4Summary,,,115,G  Minì,MIN,Hitech Pulse-Eight,2505.651,85.16499999999999,
22D. BeganovicBEGPREMA Racing,27,41:46.103,0.452,0.452,129.426,1:25.600,13,1042,2023,ROUND4Summary,,,22,D  Beganovic,BEG,PREMA Racing,2506.103,85.6,0.452
31P. AronAROPREMA Racing,27,41:52.865,7.214,6.762,129.078,1:26.074,11,1042,2023,ROUND4Summary,,,31,P  Aron,ARO,PREMA Racing,2512.865,86.074,7.214
416L. BrowningBROHitech Pulse-Eight,27,41:53.214,7.563,0.349,129.060,1:25.171,11,1042,2023,ROUND4Summary,,,416,L  Browning,BRO,Hitech Pulse-Eight,2513.214,85.17099999999999,7.563
55G. BortoletoBORTrident,27,42:05.146,19.495,11.932,128.450,1:26.615,9,1042,2023,ROUND4Summary,,,55,G  Bortoleto,BOR,Trident,2525.146,86.615,19.495
610F. ColapintoCOLMP Motorsport,27,42:05.551,19.900,0.405,128.429,1:26.677,9,1042,2023,ROUND4Summary,,,610,F  Colapinto,COL,MP Motorsport,2525.551,86.67699999999999,19.9
73Z. O'SullivanOSUPREMA Racing,27,42:06.629,20.978,1.078,128.375,1:26.659,9,1042,2023,ROUND4Summary,,,73,Z  O'Sullivan,OSU,PREMA Racing,2526.629,86.65899999999999,20.978
827T. BarnardBARJenzer Motorsport,27,42:11.415,25.764,4.786,128.132,1:26.394,9,1042,2023,ROUND4Summary,,,827,T  Barnard,BAR,Jenzer Motorsport,2531.415,86.394,25.764
923J. MartíMARCampos Racing,27,42:11.843,26.192,0.428,128.110,1:26.618,10,1042,2023,ROUND4Summary,,,923,J  Martí,MAR,Campos Racing,2531.843,86.618,26.192
108G. SaucySAUART Grand Prix,27,42:12.927,27.276,1.084,128.055,1:27.092,11,1042,2023,ROUND4Summary,,,108,G  Saucy,SAU,ART Grand Prix,2532.927,87.092,27.276
119N. TsolovTSOART Grand Prix,27,42:13.377,27.726,0.450,128.033,1:26.906,11,1042,2023,ROUND4Summary,,,119,N  Tsolov,TSO,ART Grand Prix,2533.377,86.906,27.726
1226N. BedrinBEDJenzer Motorsport,27,42:14.165,28.514,0.788,127.993,1:27.077,9,1042,2023,ROUND4Summary,,,1226,N  Bedrin,BED,Jenzer Motorsport,2534.165,87.077,28.514
136O. GoetheGOETrident,27,42:14.991,29.340,0.826,127.951,1:26.159,11,1042,2023,ROUND4Summary,,,136,O  Goethe,GOE,Trident,2534.991,86.15899999999999,29.34
1412J. EdgarEDGMP Motorsport,27,42:17.760,32.109,2.769,127.812,1:27.012,11,1042,2023,ROUND4Summary,,,1412,J  Edgar,EDG,MP Motorsport,2537.76,87.012,32.109
1519T. SmithSMIVan Amersfoort Racing,27,42:18.476,32.825,0.716,127.776,1:27.131,12,1042,2023,ROUND4Summary,,,1519,T  Smith,SMI,Van Amersfoort Racing,2538.476,87.131,32.825
1618R. VillagómezVILVan Amersfoort Racing,27,42:22.071,36.420,3.595,127.595,1:27.015,12,1042,2023,ROUND4Summary,,,1618,R  Villagómez,VIL,Van Amersfoort Racing,2542.071,87.015,36.42
1724C. MansellMANCampos Racing,27,42:25.326,39.675,3.255,127.432,1:27.096,12,1042,2023,ROUND4Summary,,,1724,C  Mansell,MAN,Campos Racing,2545.326,87.096,39.675
1811M. BoyaBOYMP Motorsport,27,42:26.469,40.818,1.143,127.374,1:26.849,12,1042,2023,ROUND4Summary,,,1811,M  Boya,BOY,MP Motorsport,2546.469,86.849,40.818
1920O. GrayGRACarlin,27,42:32.990,47.339,6.521,127.049,1:26.979,10,1042,2023,ROUND4Summary,,,1920,O  Gray,GRA,Carlin,2552.99,86.979,47.339
2021H. YeanyYEACarlin,27,42:33.520,47.869,0.530,127.023,1:26.985,10,1042,2023,ROUND4Summary,,,2021,H  Yeany,YEA,Carlin,2553.52,86.985,47.869
2128A. GarcíaGARJenzer Motorsport,27,42:34.518,48.867,0.998,126.973,1:27.017,10,1042,2023,ROUND4Summary,,,2128,A  García,GAR,Jenzer Motorsport,2554.518,87.017,48.867
2231P. WisnickiWISPHM Racing by Charouz,27,42:35.187,49.536,0.669,126.940,1:27.469,9,1042,2023,ROUND4Summary,,,2231,P  Wisnicki,WIS,PHM Racing by Charouz,2555.187,87.469,49.536
2329S. FloerschFLOPHM Racing by Charouz,27,42:35.833,50.182,0.646,126.908,1:27.419,9,1042,2023,ROUND4Summary,,,2329,S  Floersch,FLO,PHM Racing by Charouz,2555.833,87.419,50.182
244L. FornaroliFORTrident,27,42:36.221,50.570,0.388,126.889,1:25.955,13,1042,2023,ROUND4Summary,,,244,L  Fornaroli,FOR,Trident,2556.221,85.955,50.57
257K. FrederickFREART Grand Prix,27,42:42.413,56.762,6.192,126.582,1:26.891,10,1042,2023,ROUND4Summary,,,257,K  Frederick,FRE,ART Grand Prix,2562.413,86.89099999999999,56.762
2625H. BarterBARCampos Racing,27,43:04.023,78.372,21.610,125.523,1:26.408,17,1042,2023,ROUND4Summary,,,2625,H  Barter,BAR,Campos Racing,2584.023,86.408,78.372
2730R. FariaFARPHM Racing by Charouz,27,43:07.771,82.120,3.748,125.342,1:29.135,15,1042,2023,ROUND4Summary,,,2730,R  Faria,FAR,PHM Racing by Charouz,2587.771,89.135,82.12
DQ14S. MontoyaMONHitech Pulse-Eight,26,42:46.375,1 LAP,1 LAP,121.705,1:25.733,23,1042,2023,ROUND4Summary,,DQ,14,S  Montoya,MON,Hitech Pulse-Eight,2566.375,85.733,
DNF17C. ColletCCOVan Amersfoort Racing,17,27:13.525,DNF,-,125.020,1:26.094,12,1042,2023,ROUND4Summary,,DNF,17,C  Collet,CCO,Van Amersfoort Racing,1633.525,86.094,
DNF22I. CohenCOHCarlin,-,-,DNF,-,-,-,-,1042,2023,ROUND4Summary,,DNF,22,I  Cohen,COH,Carlin,,,
123J. MartíMARCampos Racing,25,41:21.348,-,-,168.729,1:31.964,8,1043,2023,ROUND5Summary,,,123,J  Martí,MAR,Campos Racing,2481.348,91.964,
210F. ColapintoCOLMP Motorsport,25,41:25.811,4.463,4.463,168.426,1:32.092,11,1043,2023,ROUND5Summary,,,210,F  Colapinto,COL,MP Motorsport,2485.811,92.092,4.463
32D. BeganovicBEGPREMA Racing,25,41:31.793,10.445,5.982,168.022,1:32.488,9,1043,2023,ROUND5Summary,,,32,D  Beganovic,BEG,PREMA Racing,2491.793,92.488,10.445
45G. BortoletoBORTrident,25,41:34.836,13.488,3.043,167.817,1:32.477,9,1043,2023,ROUND5Summary,,,45,G  Bortoleto,BOR,Trident,2494.836,92.477,13.488
51P. AronAROPREMA Racing,25,41:35.504,14.156,0.668,167.772,1:32.729,9,1043,2023,ROUND5Summary,,,51,P  Aron,ARO,PREMA Racing,2495.504,92.729,14.156
611M. BoyaBOYMP Motorsport,25,41:40.848,19.500,5.344,167.413,1:32.766,9,1043,2023,ROUND5Summary,,,611,M  Boya,BOY,MP Motorsport,2500.848,92.766,19.5
714S. MontoyaMONHitech Pulse-Eight,25,41:41.222,19.874,0.374,167.388,1:32.560,9,1043,2023,ROUND5Summary,,,714,S  Montoya,MON,Hitech Pulse-Eight,2501.222,92.56,19.874
83Z. O'SullivanOSUPREMA Racing,25,41:45.055,23.707,3.833,167.132,1:32.867,10,1043,2023,ROUND5Summary,,,83,Z  O'Sullivan,OSU,PREMA Racing,2505.055,92.867,23.707
927T. BarnardBARJenzer Motorsport,25,41:46.420,25.072,1.365,167.041,1:32.308,8,1043,2023,ROUND5Summary,,,927,T  Barnard,BAR,Jenzer Motorsport,2506.42,92.308,25.072
1024C. MansellMANCampos Racing,25,41:47.503,26.155,1.083,166.969,1:32.883,11,1043,2023,ROUND5Summary,,,1024,C  Mansell,MAN,Campos Racing,2507.503,92.883,26.155
1126N. BedrinBEDJenzer Motorsport,25,41:49.249,27.901,1.746,166.853,1:33.033,9,1043,2023,ROUND5Summary,,,1126,N  Bedrin,BED,Jenzer Motorsport,2509.249,93.033,27.901
1217C. ColletCCOVan Amersfoort Racing,25,41:49.688,28.340,0.439,166.824,1:33.112,9,1043,2023,ROUND5Summary,,,1217,C  Collet,CCO,Van Amersfoort Racing,2509.688,93.112,28.34
1325H. BarterBARCampos Racing,25,41:53.278,31.930,3.590,166.585,1:33.001,10,1043,2023,ROUND5Summary,,,1325,H  Barter,BAR,Campos Racing,2513.278,93.001,31.93
1415G. MinìMINHitech Pulse-Eight,25,41:53.702,32.354,0.424,166.557,1:32.707,9,1043,2023,ROUND5Summary,,,1415,G  Minì,MIN,Hitech Pulse-Eight,2513.702,92.707,32.354
1512J. EdgarEDGMP Motorsport,25,41:55.630,34.282,1.928,166.430,1:33.343,8,1043,2023,ROUND5Summary,,,1512,J  Edgar,EDG,MP Motorsport,2515.63,93.343,34.282
166O. GoetheGOETrident,25,41:57.191,35.843,1.561,166.326,1:32.648,9,1043,2023,ROUND5Summary,,,166,O  Goethe,GOE,Trident,2517.191,92.648,35.843
177K. FrederickFREART Grand Prix,25,41:59.205,37.857,2.014,166.193,1:33.714,9,1043,2023,ROUND5Summary,,,177,K  Frederick,FRE,ART Grand Prix,2519.205,93.714,37.857
1820O. GrayGRACarlin,25,42:00.618,39.270,1.413,166.100,1:33.555,9,1043,2023,ROUND5Summary,,,1820,O  Gray,GRA,Carlin,2520.618,93.555,39.27
199N. TsolovTSOART Grand Prix,25,42:01.098,39.750,0.480,166.069,1:33.346,10,1043,2023,ROUND5Summary,,,199,N  Tsolov,TSO,ART Grand Prix,2521.098,93.346,39.75
2029S. FloerschFLOPHM Racing by Charouz,25,42:01.661,40.313,0.563,166.031,1:33.362,12,1043,2023,ROUND5Summary,,,2029,S  Floersch,FLO,PHM Racing by Charouz,2521.661,93.362,40.313
2131P. WisnickiWISPHM Racing by Charouz,25,42:02.385,41.037,0.724,165.984,1:33.258,12,1043,2023,ROUND5Summary,,,2131,P  Wisnicki,WIS,PHM Racing by Charouz,2522.385,93.258,41.037
2228A. GarcíaGARJenzer Motorsport,25,42:05.764,44.416,3.379,165.762,1:34.078,13,1043,2023,ROUND5Summary,,,2228,A  García,GAR,Jenzer Motorsport,2525.764,94.078,44.416
2319T. SmithSMIVan Amersfoort Racing,25,42:08.953,47.605,3.189,165.553,1:33.900,9,1043,2023,ROUND5Summary,,,2319,T  Smith,SMI,Van Amersfoort Racing,2528.953,93.9,47.605
2430R. FariaFARPHM Racing by Charouz,25,42:13.746,52.398,4.793,165.240,1:34.125,12,1043,2023,ROUND5Summary,,,2430,R  Faria,FAR,PHM Racing by Charouz,2533.746,94.125,52.398
2518R. VillagómezVILVan Amersfoort Racing,25,42:19.409,58.061,5.663,164.871,1:33.850,13,1043,2023,ROUND5Summary,,,2518,R  Villagómez,VIL,Van Amersfoort Racing,2539.409,93.85,58.061
2622I. CohenCOHCarlin,25,42:20.371,59.023,0.962,164.809,1:34.638,14,1043,2023,ROUND5Summary,,,2622,I  Cohen,COH,Carlin,2540.371,94.638,59.023
278G. SaucySAUART Grand Prix,24,41:38.368,1 LAP,1 LAP,160.869,1:32.615,9,1043,2023,ROUND5Summary,,,278,G  Saucy,SAU,ART Grand Prix,2498.368,92.615,
4L. FornaroliFORTrident,21,42:32.563,4 LAPS,3 LAPS,137.750,1:33.367,11,1043,2023,ROUND5Summary,,,4,L  Fornaroli,FOR,Trident,2552.563,93.367,
DNF21H. YeanyYEACarlin,10,19:20.270,DNF,-,144.103,1:34.862,8,1043,2023,ROUND5Summary,,DNF,21,H  Yeany,YEA,Carlin,1160.27,94.862,
DNF16L. BrowningBROHitech Pulse-Eight,-,-,DNF,-,-,-,-,1043,2023,ROUND5Summary,,DNF,16,L  Browning,BRO,Hitech Pulse-Eight,,,
13Z. O'SullivanOSUPREMA Racing,26,37:59.535,-,-,177.102,1:23.010,6,1044,2023,ROUND6Summary,,,13,Z  O'Sullivan,OSU,PREMA Racing,2279.535,83.01,
25G. BortoletoBORTrident,26,38:00.379,0.844,0.844,177.036,1:23.000,6,1044,2023,ROUND6Summary,,,25,G  Bortoleto,BOR,Trident,2280.379,83.0,0.844
317C. ColletCCOVan Amersfoort Racing,26,38:01.231,1.696,0.852,176.970,1:23.240,7,1044,2023,ROUND6Summary,,,317,C  Collet,CCO,Van Amersfoort Racing,2281.231,83.24,1.696
410F. ColapintoCOLMP Motorsport,26,38:01.993,2.458,0.762,176.911,1:23.066,9,1044,2023,ROUND6Summary,,,410,F  Colapinto,COL,MP Motorsport,2281.993,83.066,2.458
52D. BeganovicBEGPREMA Racing,26,38:03.995,4.460,2.002,176.756,1:22.774,7,1044,2023,ROUND6Summary,,,52,D  Beganovic,BEG,PREMA Racing,2283.995,82.774,4.46
612J. EdgarEDGMP Motorsport,26,38:04.258,4.723,0.263,176.736,1:23.034,8,1044,2023,ROUND6Summary,,,612,J  Edgar,EDG,MP Motorsport,2284.258,83.03399999999999,4.723
724C. MansellMANCampos Racing,26,38:04.831,5.296,0.573,176.691,1:23.226,7,1044,2023,ROUND6Summary,,,724,C  Mansell,MAN,Campos Racing,2284.831,83.226,5.296
825H. BarterBARCampos Racing,26,38:05.211,5.676,0.380,176.662,1:23.039,8,1044,2023,ROUND6Summary,,,825,H  Barter,BAR,Campos Racing,2285.211,83.039,5.676
923J. MartíMARCampos Racing,26,38:09.065,9.530,3.300,176.365,1:23.199,7,1044,2023,ROUND6Summary,,,923,J  Martí,MAR,Campos Racing,2289.065,83.199,9.53
104L. FornaroliFORTrident,26,38:10.159,10.624,1.094,176.280,1:22.996,6,1044,2023,ROUND6Summary,,,104,L  Fornaroli,FOR,Trident,2290.159,82.996,10.624
116O. GoetheGOETrident,26,38:11.976,12.441,1.817,176.141,1:23.061,6,1044,2023,ROUND6Summary,,,116,O  Goethe,GOE,Trident,2291.976,83.061,12.441
1227T. BarnardBARJenzer Motorsport,26,38:13.418,13.883,1.442,176.030,1:22.778,8,1044,2023,ROUND6Summary,,,1227,T  Barnard,BAR,Jenzer Motorsport,2293.418,82.77799999999999,13.883
1326N. BedrinBEDJenzer Motorsport,26,38:14.136,14.601,0.718,175.975,1:23.551,6,1044,2023,ROUND6Summary,,,1326,N  Bedrin,BED,Jenzer Motorsport,2294.136,83.551,14.601
1420O. GrayGRACarlin,26,38:14.683,15.148,0.547,175.933,1:23.669,7,1044,2023,ROUND6Summary,,,1420,O  Gray,GRA,Carlin,2294.683,83.669,15.148
1518R. VillagómezVILVan Amersfoort Racing,26,38:15.338,15.803,0.655,175.883,1:23.295,9,1044,2023,ROUND6Summary,,,1518,R  Villagómez,VIL,Van Amersfoort Racing,2295.338,83.295,15.803
169N. TsolovTSOART Grand Prix,26,38:15.771,16.236,0.433,175.849,1:23.664,9,1044,2023,ROUND6Summary,,,169,N  Tsolov,TSO,ART Grand Prix,2295.771,83.664,16.236
1731M. CresswellCREPHM Racing by Charouz,26,38:16.119,16.584,0.348,175.823,1:23.609,9,1044,2023,ROUND6Summary,,,1731,M  Cresswell,CRE,PHM Racing by Charouz,2296.119,83.60900000000001,16.584
1819T. SmithSMIVan Amersfoort Racing,26,38:16.456,16.921,0.337,175.797,1:23.915,6,1044,2023,ROUND6Summary,,,1819,T  Smith,SMI,Van Amersfoort Racing,2296.456,83.91499999999999,16.921
1930R. FariaFARPHM Racing by Charouz,26,38:16.890,17.355,0.434,175.764,1:23.692,7,1044,2023,ROUND6Summary,,,1930,R  Faria,FAR,PHM Racing by Charouz,2296.89,83.69200000000001,17.355
2014S. MontoyaMONHitech Pulse-Eight,26,38:18.349,18.81,1.459,175.652,1:23.157,7,1044,2023,ROUND6Summary,,,2014,S  Montoya,MON,Hitech Pulse-Eight,2298.349,83.157,18.81
2121H. YeanyYEACarlin,26,38:23.045,23.51,4.696,175.294,1:23.207,9,1044,2023,ROUND6Summary,,,2121,H  Yeany,YEA,Carlin,2303.045,83.207,23.51
2216L. BrowningBROHitech Pulse-Eight,26,38:37.705,38.170,14.660,174.185,1:23.142,7,1044,2023,ROUND6Summary,,,2216,L  Browning,BRO,Hitech Pulse-Eight,2317.705,83.142,38.17
2328A. GarcíaGARJenzer Motorsport,26,38:52.686,53.151,14.981,173.067,1:24.046,10,1044,2023,ROUND6Summary,,,2328,A  García,GAR,Jenzer Motorsport,2332.686,84.04599999999999,53.151
2411M. BoyaBOYMP Motorsport,26,38:53.285,53.750,0.599,173.022,1:23.159,8,1044,2023,ROUND6Summary,,,2411,M  Boya,BOY,MP Motorsport,2333.285,83.15899999999999,53.75
251P. AronAROPREMA Racing,26,39:05.800,66.265,12.515,172.099,1:23.028,6,1044,2023,ROUND6Summary,,,251,P  Aron,ARO,PREMA Racing,2345.8,83.02799999999999,66.265
267K. FrederickFREART Grand Prix,26,39:07.101,67.566,1.301,172.004,1:23.316,6,1044,2023,ROUND6Summary,,,267,K  Frederick,FRE,ART Grand Prix,2347.101,83.316,67.566
278G. SaucySAUART Grand Prix,24,38:18.264,2 LAPS,2 LAPS,162.131,1:23.123,6,1044,2023,ROUND6Summary,,,278,G  Saucy,SAU,ART Grand Prix,2298.264,83.123,
DQ29S. FloerschFLOPHM Racing by Charouz,26,38:05.765,6.230,0.554,176.619,1:23.077,9,1044,2023,ROUND6Summary,,DQ,29,S  Floersch,FLO,PHM Racing by Charouz,2285.765,83.077,6.23
DNF22I. CohenCOHCarlin,14,21:24.042,DNF,-,169.132,1:24.380,8,1044,2023,ROUND6Summary,,DNF,22,I  Cohen,COH,Carlin,1284.042,84.38,
DNF15G. MinìMINHitech Pulse-Eight,-,-,DNF,-,-,-,-,1044,2023,ROUND6Summary,,DNF,15,G  Minì,MIN,Hitech Pulse-Eight,,,
16O. GoetheGOETrident,22,47:40.009,-,-,162.966,1:47.498,8,1045,2023,ROUND7Summary,,,16,O  Goethe,GOE,Trident,2860.009,107.498,
24L. FornaroliFORTrident,22,47:41.729,1.720,1.720,162.868,1:47.563,8,1045,2023,ROUND7Summary,,,24,L  Fornaroli,FOR,Trident,2861.729,107.563,1.72
323J. MartíMARCampos Racing,22,47:42.137,2.128,0.408,162.845,1:47.425,9,1045,2023,ROUND7Summary,,,323,J  Martí,MAR,Campos Racing,2862.137,107.425,2.128
41P. AronAROPREMA Racing,22,47:44.393,4.384,2.256,162.716,1:47.447,9,1045,2023,ROUND7Summary,,,41,P  Aron,ARO,PREMA Racing,2864.393,107.447,4.384
524C. MansellMANCampos Racing,22,47:45.977,5.968,1.584,162.626,1:47.577,9,1045,2023,ROUND7Summary,,,524,C  Mansell,MAN,Campos Racing,2865.977,107.577,5.968
65G. BortoletoBORTrident,22,47:47.343,7.334,1.366,162.549,1:47.629,10,1045,2023,ROUND7Summary,,,65,G  Bortoleto,BOR,Trident,2867.343,107.629,7.334
715G. MinìMINHitech Pulse-Eight,22,47:48.006,7.997,0.663,162.511,1:48.232,8,1045,2023,ROUND7Summary,,,715,G  Minì,MIN,Hitech Pulse-Eight,2868.006,108.232,7.997
810F. ColapintoCOLMP Motorsport,22,47:48.538,8.529,0.532,162.481,1:48.311,8,1045,2023,ROUND7Summary,,,810,F  Colapinto,COL,MP Motorsport,2868.538,108.311,8.529
98G. SaucySAUART Grand Prix,22,47:50.027,10.018,0.338,162.397,1:48.367,9,1045,2023,ROUND7Summary,,,98,G  Saucy,SAU,ART Grand Prix,2870.027,108.367,10.018
1014S. MontoyaMONHitech Pulse-Eight,22,47:51.767,11.758,1.566,162.298,1:48.477,9,1045,2023,ROUND7Summary,,,1014,S  Montoya,MON,Hitech Pulse-Eight,2871.767,108.477,11.758
119N. TsolovTSOART Grand Prix,22,47:52.157,12.148,0.390,162.276,1:48.518,9,1045,2023,ROUND7Summary,,,119,N  Tsolov,TSO,ART Grand Prix,2872.157,108.518,12.148
1211M. BoyaBOYMP Motorsport,22,47:52.709,12.700,0.552,162.245,1:49.433,9,1045,2023,ROUND7Summary,,,1211,M  Boya,BOY,MP Motorsport,2872.709,109.433,12.7
1325H. BarterBARCampos Racing,22,47:53.178,13.169,0.469,162.219,1:48.473,9,1045,2023,ROUND7Summary,,,1325,H  Barter,BAR,Campos Racing,2873.178,108.473,13.169
142D. BeganovicBEGPREMA Racing,22,47:54.084,14.075,0.906,162.168,1:48.384,11,1045,2023,ROUND7Summary,,,142,D  Beganovic,BEG,PREMA Racing,2874.084,108.384,14.075
1517C. ColletCCOVan Amersfoort Racing,22,47:54.689,9.680,1.151,162.416,1:48.841,8,1045,2023,ROUND7Summary,,,1517,C  Collet,CCO,Van Amersfoort Racing,2874.689,108.841,9.68
1618R. VillagómezVILVan Amersfoort Racing,22,47:54.776,14.767,0.692,162.129,1:48.582,12,1045,2023,ROUND7Summary,,,1618,R  Villagómez,VIL,Van Amersfoort Racing,2874.776,108.582,14.767
1726N. BedrinBEDJenzer Motorsport,22,47:55.505,15.496,0.729,162.087,1:48.428,9,1045,2023,ROUND7Summary,,,1726,N  Bedrin,BED,Jenzer Motorsport,2875.505,108.428,15.496
183Z. O'SullivanOSUPREMA Racing,22,47:55.817,15.808,0.312,162.07,1:47.309,9,1045,2023,ROUND7Summary,,,183,Z  O'Sullivan,OSU,PREMA Racing,2875.817,107.309,15.808
197K. FrederickFREART Grand Prix,22,47:56.490,16.481,0.673,162.032,1:48.331,9,1045,2023,ROUND7Summary,,,197,K  Frederick,FRE,ART Grand Prix,2876.49,108.331,16.481
2020O. GrayGRACarlin,22,47:58.076,18.067,1.586,161.943,1:49.363,10,1045,2023,ROUND7Summary,,,2020,O  Gray,GRA,Carlin,2878.076,109.363,18.067
2127T. BarnardBARJenzer Motorsport,22,47:58.923,18.914,0.847,161.895,1:48.409,9,1045,2023,ROUND7Summary,,,2127,T  Barnard,BAR,Jenzer Motorsport,2878.923,108.409,18.914
2231M. CresswellCREPHM Racing by Charouz,22,48:00.317,20.308,1.394,161.817,1:49.223,7,1045,2023,ROUND7Summary,,,2231,M  Cresswell,CRE,PHM Racing by Charouz,2880.317,109.223,20.308
2329S. FloerschFLOPHM Racing by Charouz,22,48:00.732,20.723,0.415,161.793,1:49.394,8,1045,2023,ROUND7Summary,,,2329,S  Floersch,FLO,PHM Racing by Charouz,2880.732,109.394,20.723
2422I. CohenCOHCarlin,22,48:02.922,22.913,2.190,161.67,1:49.443,8,1045,2023,ROUND7Summary,,,2422,I  Cohen,COH,Carlin,2882.922,109.443,22.913
2519T. SmithSMIVan Amersfoort Racing,22,48:05.201,10.192,0.174,162.387,1:49.283,7,1045,2023,ROUND7Summary,,,2519,T  Smith,SMI,Van Amersfoort Racing,2885.201,109.283,10.192
2628A. GarcíaGARJenzer Motorsport,22,48:06.910,26.901,3.988,161.447,1:49.474,10,1045,2023,ROUND7Summary,,,2628,A  García,GAR,Jenzer Motorsport,2886.91,109.474,26.901
DNF30R. FariaFARPHM Racing by Charouz,16,33:26.968,DNF,-,168.831,1:49.429,10,1045,2023,ROUND7Summary,,DNF,30,R  Faria,FAR,PHM Racing by Charouz,2006.968,109.429,
DNF21M. EstersonESTCarlin,14,30:14.705,DNF,-,163.345,1:49.644,8,1045,2023,ROUND7Summary,,DNF,21,M  Esterson,EST,Carlin,1814.705,109.644,
12J. EdgarEDGMP Motorsport,11,48:07.552,11 LAPS,3 LAPS,80.622,1:52.920,5,1045,2023,ROUND7Summary,,,12,J  Edgar,EDG,MP Motorsport,2887.552,112.92,
DNF16L. BrowningBROHitech Pulse-Eight,1,1:57.253,DNF,-,176.756,-,-,1045,2023,ROUND7Summary,,DNF,16,L  Browning,BRO,Hitech Pulse-Eight,117.253,,
13Z. O'SullivanOSUPREMA Racing,19,31:27.598,-,-,158.675,1:35.685,3,1046,2023,ROUND8Summary,,,13,Z  O'Sullivan,OSU,PREMA Racing,1887.598,95.685,
22D. BeganovicBEGPREMA Racing,19,31:29.918,2.320,2.320,158.481,1:35.845,3,1046,2023,ROUND8Summary,,,22,D  Beganovic,BEG,PREMA Racing,1889.918,95.845,2.32
310F. ColapintoCOLMP Motorsport,19,31:34.069,6.471,4.151,158.133,1:36.088,4,1046,2023,ROUND8Summary,,,310,F  Colapinto,COL,MP Motorsport,1894.069,96.088,6.471
46O. GoetheGOETrident,19,31:40.874,13.276,6.805,157.567,1:36.168,4,1046,2023,ROUND8Summary,,,46,O  Goethe,GOE,Trident,1900.874,96.168,13.276
51P. AronAROPREMA Racing,19,31:46.666,19.068,5.792,157.089,1:36.276,3,1046,2023,ROUND8Summary,,,51,P  Aron,ARO,PREMA Racing,1906.666,96.276,19.068
623J. MartíMARCampos Racing,19,31:47.870,20.272,1.204,156.989,1:36.590,4,1046,2023,ROUND8Summary,,,623,J  Martí,MAR,Campos Racing,1907.87,96.59,20.272
75G. BortoletoBORTrident,19,31:55.332,27.734,7.462,156.378,1:36.545,4,1046,2023,ROUND8Summary,,,75,G  Bortoleto,BOR,Trident,1915.332,96.545,27.734
812J. EdgarEDGMP Motorsport,19,31:55.442,27.844,0.110,156.369,1:36.673,4,1046,2023,ROUND8Summary,,,812,J  Edgar,EDG,MP Motorsport,1915.442,96.673,27.844
94L. FornaroliFORTrident,19,31:57.453,29.855,2.011,156.205,1:36.070,3,1046,2023,ROUND8Summary,,,94,L  Fornaroli,FOR,Trident,1917.453,96.07,29.855
1011M. BoyaBOYMP Motorsport,19,31:58.183,30.585,0.730,156.145,1:36.478,5,1046,2023,ROUND8Summary,,,1011,M  Boya,BOY,MP Motorsport,1918.183,96.478,30.585
1124C. MansellMANCampos Racing,19,32:03.213,35.615,5.030,155.737,1:36.523,4,1046,2023,ROUND8Summary,,,1124,C  Mansell,MAN,Campos Racing,1923.213,96.523,35.615
1216L. BrowningBROHitech Pulse-Eight,19,32:04.362,36.764,1.149,155.644,1:36.334,3,1046,2023,ROUND8Summary,,,1216,L  Browning,BRO,Hitech Pulse-Eight,1924.362,96.334,36.764
1325H. BarterBARCampos Racing,19,32:04.546,36.948,0.184,155.629,1:37.723,3,1046,2023,ROUND8Summary,,,1325,H  Barter,BAR,Campos Racing,1924.546,97.723,36.948
1427T. BarnardBARJenzer Motorsport,19,32:04.759,37.161,0.213,155.612,1:37.100,4,1046,2023,ROUND8Summary,,,1427,T  Barnard,BAR,Jenzer Motorsport,1924.759,97.1,37.161
