driver_info,laps,time,gap,int.,kph,best,lap,race_id,season,session_type,lap_set_on,status,car_number,driver_name,driver_code,team_name,time_s,best_lap_s,gap_s,laps_clean,position,winner_time_s,best_race_lap_s,race_max_laps,rel_laps,time_from_winner_s,best_lap_from_best_s,avg_lap_time_s,finished,is_dnf,is_dns,is_dsq,position_clean,team_avg_pos_season,team_speed,driver_speed,driver_top10_rate,race_avg_lap_time_s,driver_vs_team,lap_vs_race_avg,session_round
2017K. FrederickFREHitech Grand Prix,24,45:43.575,41.152,0.174,137.912,1:51.236,24,1034,2022,ROUND6Summary,,,2017,K  Frederick,FRE,Hitech Grand Prix,2743.575,111.236,41.152,24.0,20.0,2702.423,98.07,24.0,1.0,41.152,13.166,114.316,1,0,0,0,20.0,14.64,118.58528678994828,117.502,0.333,116.93873109903383,-4.27,-2.623,6
2130R. VillagómezVILVan Amersfoort Racing,24,45:44.114,41.691,0.539,137.885,1:50.781,24,1034,2022,ROUND6Summary,,,2130,R  Villagómez,VIL,Van Amersfoort Racing,2744.114,110.781,41.691,24.0,21.0,2702.423,98.07,24.0,1.0,41.691,12.711,114.338,1,0,0,0,21.0,14.0,116.6926409092164,116.893,0.0,116.93873109903383,-2.355,-2.601,6
2227B. BenavidesBENCarlin,24,45:49.783,47.360,5.669,137.601,1:38.663,24,1034,2022,ROUND6Summary,,,2227,B  Benavides,BEN,Carlin,2749.783,98.663,47.36,24.0,22.0,2702.423,98.07,24.0,1.0,47.36,0.593,114.574,1,0,0,0,22.0,16.957,117.87606165327249,118.344,0.0,116.93873109903383,-3.302,-2.364,6
2315C. MansellMANCharouz Racing System,24,46:00.032,57.609,10.249,137.09,1:50.307,24,1034,2022,ROUND6Summary,,,2315,C  Mansell,MAN,Charouz Racing System,2760.032,110.307,57.609,24.0,23.0,2702.423,98.07,24.0,1.0,57.609,12.237,115.001,1,0,0,0,23.0,20.913,121.78714174023487,134.107,0.0,116.93873109903383,-6.786,-1.937,6
241J. EdgarEDGTrident,24,46:11.757,69.334,11.725,136.51,1:38.705,22,1034,2022,ROUND6Summary,,,241,J  Edgar,EDG,Trident,2771.757,98.705,69.334,24.0,24.0,2702.423,98.07,24.0,1.0,69.334,0.635,115.49,1,0,0,0,24.0,8.261,117.86627889721112,118.447,0.571,116.93873109903383,-2.376,-1.449,6
2524F. MalvestitiMALJenzer Motorsport,24,46:13.097,70.674,1.340,136.444,1:51.439,24,1034,2022,ROUND6Summary,,,2524,F  Malvestiti,MAL,Jenzer Motorsport,2773.097,111.439,70.674,24.0,25.0,2702.423,98.07,24.0,1.0,70.674,13.369,115.546,1,0,0,0,25.0,15.64,118.08503178367347,118.119,0.0,116.93873109903383,-2.539,-1.393,6
2619N. AzmanAZMHitech Grand Prix,24,46:16.911,74.488,3.814,136.257,1:52.255,18,1034,2022,ROUND6Summary,,,2619,N  Azman,AZM,Hitech Grand Prix,2776.911,112.255,74.488,24.0,26.0,2702.423,98.07,24.0,1.0,74.488,14.185,115.705,1,0,0,0,26.0,14.64,118.58528678994828,121.481,0.0,116.93873109903383,-2.881,-1.234,6
2716F. PizziPIZCharouz Racing System,24,46:19.223,76.800,2.312,136.143,1:39.014,23,1034,2022,ROUND6Summary,,,2716,F  Pizzi,PIZ,Charouz Racing System,2779.223,99.014,76.8,24.0,27.0,2702.423,98.07,24.0,1.0,76.8,0.944,115.801,1,0,0,0,27.0,20.913,121.78714174023487,119.399,0.0,116.93873109903383,-5.986,-1.138,6
2821O. GoetheGOECampos Racing,24,46:29.487,87.064,10.264,135.643,1:38.128,24,1034,2022,ROUND6Summary,,,2821,O  Goethe,GOE,Campos Racing,2789.487,98.128,87.064,24.0,28.0,2702.423,98.07,24.0,1.0,87.064,0.058,116.229,1,0,0,0,28.0,16.545,118.69282157916206,134.222,0.5,116.93873109903383,-2.464,-0.71,6
2922J. MartíMARCampos Racing,23,45:38.550,1 LAP,1 LAP,132.406,1:40.284,21,1034,2022,ROUND6Summary,,,2922,J  Martí,MAR,Campos Racing,2738.55,100.284,,23.0,29.0,2702.423,98.07,24.0,0.958,36.127,2.214,119.067,1,0,0,0,29.0,16.545,118.69282157916206,118.217,0.0,116.93873109903383,0.375,2.129,6
DNF14L. TóthTOTCharouz Racing System,2,6:31.129,DNF,-,80.278,-,-,1034,2022,ROUND6Summary,,DNF,14,L  Tóth,TOT,Charouz Racing System,391.129,,,2.0,,2702.423,98.07,24.0,0.083,,,195.564,0,1,0,0,,20.913,121.78714174023487,128.35,0.0,116.93873109903383,73.777,78.626,6
13Z. MaloneyMALTrident,18,45:33.153,-,-,165.893,2:07.838,12,1035,2022,ROUND7Summary,,,13,Z  Maloney,MAL,Trident,2733.153,127.838,,18.0,1.0,2733.153,127.838,18.0,1.0,0.0,0.0,151.842,1,0,0,0,1.0,8.261,117.86627889721112,117.135,0.556,154.94886590038314,33.976,-3.107,7
22R. StanekSTATrident,18,45:34.199,1.046,1.046,165.830,2:08.034,14,1035,2022,ROUND7Summary,,,22,R  Stanek,STA,Trident,2734.199,128.034,1.046,18.0,2.0,2733.153,127.838,18.0,1.0,1.046,0.196,151.9,1,0,0,0,2.0,8.261,117.86627889721112,116.81,0.667,154.94886590038314,34.034,-3.049,7
36O. BearmanBEAPREMA Racing,18,45:38.837,5.684,4.638,165.549,2:08.290,12,1035,2022,ROUND7Summary,,,36,O  Bearman,BEA,PREMA Racing,2738.837,128.29,5.684,18.0,3.0,2733.153,127.838,18.0,1.0,5.684,0.452,152.158,1,0,0,0,3.0,6.556,116.49405436371018,116.329,1.0,154.94886590038314,35.664,-2.791,7
421O. GoetheGOECampos Racing,18,45:39.890,6.737,1.053,165.485,2:08.950,15,1035,2022,ROUND7Summary,,,421,O  Goethe,GOE,Campos Racing,2739.89,128.95,6.737,18.0,4.0,2733.153,127.838,18.0,1.0,6.737,1.112,152.216,1,0,0,0,4.0,16.545,118.69282157916206,134.222,0.5,154.94886590038314,33.523,-2.733,7
51J. EdgarEDGTrident,18,45:40.586,7.433,0.696,165.443,2:08.402,12,1035,2022,ROUND7Summary,,,51,J  Edgar,EDG,Trident,2740.586,128.402,7.433,18.0,5.0,2733.153,127.838,18.0,1.0,7.433,0.564,152.255,1,0,0,0,5.0,8.261,117.86627889721112,118.447,0.571,154.94886590038314,34.388,-2.694,7
610C. ColletCCOMP Motorsport,18,45:42.450,9.297,1.864,165.331,2:08.155,6,1035,2022,ROUND7Summary,,,610,C  Collet,CCO,MP Motorsport,2742.45,128.155,9.297,18.0,6.0,2733.153,127.838,18.0,1.0,9.297,0.317,152.358,1,0,0,0,6.0,12.304,117.034741826324,120.904,0.556,154.94886590038314,35.324,-2.591,7
820D. VidalesVIDCampos Racing,18,45:43.984,10.831,1.534,165.238,2:08.865,6,1035,2022,ROUND7Summary,,,820,D  Vidales,VID,Campos Racing,2743.984,128.865,10.831,18.0,7.0,2733.153,127.838,18.0,1.0,10.831,1.027,152.444,1,0,0,0,7.0,16.545,118.69282157916206,117.903,0.5,154.94886590038314,33.751,-2.505,7
725W. AlataloALAJenzer Motorsport,18,45:44.032,10.879,0.048,165.235,2:08.736,6,1035,2022,ROUND7Summary,,,725,W  Alatalo,ALA,Jenzer Motorsport,2744.032,128.736,10.879,18.0,8.0,2733.153,127.838,18.0,1.0,10.879,0.898,152.446,1,0,0,0,8.0,15.64,118.08503178367347,115.787,0.444,154.94886590038314,34.361,-2.503,7
911A. SmolyarSMOMP Motorsport,18,45:44.818,11.665,0.786,165.188,2:09.130,12,1035,2022,ROUND7Summary,,,911,A  Smolyar,SMO,MP Motorsport,2744.818,129.13,11.665,18.0,9.0,2733.153,127.838,18.0,1.0,11.665,1.292,152.49,1,0,0,0,9.0,12.304,117.034741826324,115.987,0.5,154.94886590038314,35.455,-2.459,7
1031R. UshijimaUSHVan Amersfoort Racing,18,45:46.513,13.360,1.695,165.086,2:09.216,13,1035,2022,ROUND7Summary,,,1031,R  Ushijima,USH,Van Amersfoort Racing,2746.513,129.216,13.36,18.0,10.0,2733.153,127.838,18.0,1.0,13.36,1.378,152.584,1,0,0,0,10.0,14.0,116.6926409092164,117.037,0.333,154.94886590038314,35.891,-2.365,7
114A. LeclercLECPREMA Racing,18,45:46.761,13.608,0.248,165.071,2:08.852,6,1035,2022,ROUND7Summary,,,114,A  Leclerc,LEC,PREMA Racing,2746.761,128.852,13.608,18.0,11.0,2733.153,127.838,18.0,1.0,13.608,1.014,152.598,1,0,0,0,11.0,6.556,116.49405436371018,116.463,0.667,154.94886590038314,36.104,-2.351,7
1229F. ColapintoCOLVan Amersfoort Racing,18,45:48.008,14.855,1.247,164.996,2:09.006,18,1035,2022,ROUND7Summary,,,1229,F  Colapinto,COL,Van Amersfoort Racing,2748.008,129.006,14.855,18.0,12.0,2733.153,127.838,18.0,1.0,14.855,1.168,152.667,1,0,0,0,12.0,14.0,116.6926409092164,116.105,0.444,154.94886590038314,35.974,-2.282,7
1326Z. O'SullivanOSUCarlin,18,45:48.937,15.784,0.929,164.941,2:09.359,14,1035,2022,ROUND7Summary,,,1326,Z  O'Sullivan,OSU,Carlin,2748.937,129.359,15.784,18.0,13.0,2733.153,127.838,18.0,1.0,15.784,1.521,152.719,1,0,0,0,13.0,16.957,117.87606165327249,117.008,0.333,154.94886590038314,34.843,-2.23,7
1418I. HadjarHADHitech Grand Prix,18,45:49.576,16.423,0.639,164.902,2:08.843,12,1035,2022,ROUND7Summary,,,1418,I  Hadjar,HAD,Hitech Grand Prix,2749.576,128.843,16.423,18.0,14.0,2733.153,127.838,18.0,1.0,16.423,1.005,152.754,1,0,0,0,14.0,14.64,118.58528678994828,116.772,0.667,154.94886590038314,34.169,-2.195,7
159J. CorreaJCOART Grand Prix,18,45:50.062,16.909,0.486,164.873,2:09.355,15,1035,2022,ROUND7Summary,,,159,J  Correa,JCO,ART Grand Prix,2750.062,129.355,16.909,18.0,15.0,2733.153,127.838,18.0,1.0,16.909,1.517,152.781,1,0,0,0,15.0,9.5,119.54236629086725,120.685,0.375,154.94886590038314,33.239,-2.168,7
1617K. FrederickFREHitech Grand Prix,18,45:51.105,17.952,1.043,164.811,2:09.187,6,1035,2022,ROUND7Summary,,,1617,K  Frederick,FRE,Hitech Grand Prix,2751.105,129.187,17.952,18.0,16.0,2733.153,127.838,18.0,1.0,17.952,1.349,152.839,1,0,0,0,16.0,14.64,118.58528678994828,117.502,0.333,154.94886590038314,34.254,-2.11,7
175J. CrawfordCRAPREMA Racing,18,45:51.464,18.311,0.359,164.789,2:08.992,6,1035,2022,ROUND7Summary,,,175,J  Crawford,CRA,PREMA Racing,2751.464,128.992,18.311,18.0,17.0,2733.153,127.838,18.0,1.0,18.311,1.154,152.859,1,0,0,0,17.0,6.556,116.49405436371018,116.69,0.778,154.94886590038314,36.365,-2.09,7
1827B. BenavidesBENCarlin,18,45:53.254,20.101,1.790,164.682,2:09.437,12,1035,2022,ROUND7Summary,,,1827,B  Benavides,BEN,Carlin,2753.254,129.437,20.101,18.0,18.0,2733.153,127.838,18.0,1.0,20.101,1.599,152.959,1,0,0,0,18.0,16.957,117.87606165327249,118.344,0.0,154.94886590038314,35.082,-1.99,7
1930R. VillagómezVILVan Amersfoort Racing,18,45:53.763,20.610,0.509,164.652,2:09.710,12,1035,2022,ROUND7Summary,,,1930,R  Villagómez,VIL,Van Amersfoort Racing,2753.763,129.71,20.61,18.0,19.0,2733.153,127.838,18.0,1.0,20.61,1.872,152.987,1,0,0,0,19.0,14.0,116.6926409092164,116.893,0.0,154.94886590038314,36.294,-1.962,7
2019N. AzmanAZMHitech Grand Prix,18,45:54.093,20.940,0.330,164.632,2:09.006,6,1035,2022,ROUND7Summary,,,2019,N  Azman,AZM,Hitech Grand Prix,2754.093,129.006,20.94,18.0,20.0,2733.153,127.838,18.0,1.0,20.94,1.168,153.005,1,0,0,0,20.0,14.64,118.58528678994828,121.481,0.0,154.94886590038314,34.42,-1.944,7
2116F. PizziPIZCharouz Racing System,18,45:54.721,21.568,0.628,164.594,2:09.498,12,1035,2022,ROUND7Summary,,,2116,F  Pizzi,PIZ,Charouz Racing System,2754.721,129.498,21.568,18.0,21.0,2733.153,127.838,18.0,1.0,21.568,1.66,153.04,1,0,0,0,21.0,20.913,121.78714174023487,119.399,0.0,154.94886590038314,31.253,-1.909,7
2222J. MartíMARCampos Racing,18,45:56.906,23.753,2.185,164.464,2:09.493,6,1035,2022,ROUND7Summary,,,2222,J  Martí,MAR,Campos Racing,2756.906,129.493,23.753,18.0,22.0,2733.153,127.838,18.0,1.0,23.753,1.655,153.161,1,0,0,0,22.0,16.545,118.69282157916206,118.217,0.0,154.94886590038314,34.469,-1.787,7
2315C. MansellMANCharouz Racing System,18,45:57.844,24.691,0.938,164.408,2:09.730,12,1035,2022,ROUND7Summary,,,2315,C  Mansell,MAN,Charouz Racing System,2757.844,129.73,24.691,18.0,23.0,2733.153,127.838,18.0,1.0,24.691,1.892,153.214,1,0,0,0,23.0,20.913,121.78714174023487,134.107,0.0,154.94886590038314,31.426,-1.735,7
2428E. TrulliTRUCarlin,18,45:58.061,24.908,0.217,164.395,2:09.853,6,1035,2022,ROUND7Summary,,,2428,E  Trulli,TRU,Carlin,2758.061,129.853,24.908,18.0,24.0,2733.153,127.838,18.0,1.0,24.908,2.015,153.226,1,0,0,0,24.0,16.957,117.87606165327249,118.276,0.0,154.94886590038314,35.35,-1.723,7
2514L. TóthTOTCharouz Racing System,18,45:58.557,25.404,0.496,164.365,2:09.223,13,1035,2022,ROUND7Summary,,,2514,L  Tóth,TOT,Charouz Racing System,2758.557,129.223,25.404,18.0,25.0,2733.153,127.838,18.0,1.0,25.404,1.385,153.253,1,0,0,0,25.0,20.913,121.78714174023487,128.35,0.0,154.94886590038314,31.466,-1.696,7
2624F. MalvestitiMALJenzer Motorsport,18,46:47.121,73.968,48.564,161.522,2:09.479,6,1035,2022,ROUND7Summary,,,2624,F  Malvestiti,MAL,Jenzer Motorsport,2807.121,129.479,73.968,18.0,26.0,2733.153,127.838,18.0,1.0,73.968,1.641,155.951,1,0,0,0,26.0,15.64,118.08503178367347,118.119,0.0,154.94886590038314,37.866,1.002,7
DNF8G. SaucySAUART Grand Prix,6,16:12.161,DNF,-,155.159,2:09.168,6,1035,2022,ROUND7Summary,,DNF,8,G  Saucy,SAU,ART Grand Prix,972.161,129.168,,6.0,,2733.153,127.838,18.0,0.333,,1.33,162.027,0,1,0,0,,9.5,119.54236629086725,118.404,0.111,154.94886590038314,42.484,7.078,7
DNF23I. CohenCOHJenzer Motorsport,1,2:56.987,DNF,-,139.942,-,-,1035,2022,ROUND7Summary,,DNF,23,I  Cohen,COH,Jenzer Motorsport,176.987,,,1.0,,2733.153,127.838,18.0,0.056,,,176.987,0,1,0,0,,15.64,118.08503178367347,119.742,0.222,154.94886590038314,58.902,22.038,7
DNF7V. MartinsMARART Grand Prix,1,3:01.798,DNF,-,136.239,-,-,1035,2022,ROUND7Summary,,DNF,7,V  Martins,MAR,ART Grand Prix,181.798,,,1.0,,2733.153,127.838,18.0,0.056,,,181.798,0,1,0,0,,9.5,119.54236629086725,119.665,0.778,154.94886590038314,62.256,26.849,7
DNF12K. MainiMAIMP Motorsport,-,-,DNF,-,-,-,-,1035,2022,ROUND7Summary,,DNF,12,K  Maini,MAI,MP Motorsport,,,,,,2733.153,127.838,18.0,,,,,0,1,0,0,,12.304,117.034741826324,112.784,0.222,154.94886590038314,,,7
13Z. MaloneyMALTrident,26,44:04.515,-,-,150.66,1:27.100,2,1036,2022,ROUND8Summary,,,13,Z  Maloney,MAL,Trident,2644.515,87.1,,26.0,1.0,2644.515,87.1,26.0,1.0,0.0,0.0,101.712,1,0,0,0,1.0,8.261,117.86627889721112,117.135,0.556,101.34196563575314,-16.154,0.37,8
27V. MartinsMARART Grand Prix,26,44:05.606,1.091,1.091,150.597,1:27.111,2,1036,2022,ROUND8Summary,,,27,V  Martins,MAR,ART Grand Prix,2645.606,87.111,1.091,26.0,2.0,2644.515,87.1,26.0,1.0,1.091,0.011,101.754,1,0,0,0,2.0,9.5,119.54236629086725,119.665,0.778,101.34196563575314,-17.788,0.412,8
329F. ColapintoCOLVan Amersfoort Racing,26,44:05.932,1.417,0.326,150.579,1:27.207,10,1036,2022,ROUND8Summary,,,329,F  Colapinto,COL,Van Amersfoort Racing,2645.932,87.207,1.417,26.0,3.0,2644.515,87.1,26.0,1.0,1.417,0.107,101.767,1,0,0,0,3.0,14.0,116.6926409092164,116.105,0.444,101.34196563575314,-14.926,0.425,8
42R. StanekSTATrident,26,44:06.703,2.188,0.771,150.535,1:27.209,10,1036,2022,ROUND8Summary,,,42,R  Stanek,STA,Trident,2646.703,87.209,2.188,26.0,4.0,2644.515,87.1,26.0,1.0,2.188,0.109,101.796,1,0,0,0,4.0,8.261,117.86627889721112,116.81,0.667,101.34196563575314,-16.07,0.454,8
518I. HadjarHADHitech Grand Prix,26,44:07.265,2.750,0.562,150.503,1:27.307,10,1036,2022,ROUND8Summary,,,518,I  Hadjar,HAD,Hitech Grand Prix,2647.265,87.307,2.75,26.0,5.0,2644.515,87.1,26.0,1.0,2.75,0.207,101.818,1,0,0,0,5.0,14.64,118.58528678994828,116.772,0.667,101.34196563575314,-16.767,0.476,8
65J. CrawfordCRAPREMA Racing,26,44:07.493,2.978,0.228,150.49,1:27.180,3,1036,2022,ROUND8Summary,,,65,J  Crawford,CRA,PREMA Racing,2647.493,87.18,2.978,26.0,6.0,2644.515,87.1,26.0,1.0,2.978,0.08,101.827,1,0,0,0,6.0,6.556,116.49405436371018,116.69,0.778,101.34196563575314,-14.667,0.485,8
710C. ColletCCOMP Motorsport,26,44:08.893,4.378,1.400,150.411,1:27.342,3,1036,2022,ROUND8Summary,,,710,C  Collet,CCO,MP Motorsport,2648.893,87.342,4.378,26.0,7.0,2644.515,87.1,26.0,1.0,4.378,0.242,101.88,1,0,0,0,7.0,12.304,117.034741826324,120.904,0.556,101.34196563575314,-15.154,0.539,8
821S. MontoyaMONCampos Racing,26,44:09.790,5.275,0.897,150.36,1:27.368,3,1036,2022,ROUND8Summary,,,821,S  Montoya,MON,Campos Racing,2649.79,87.368,5.275,26.0,8.0,2644.515,87.1,26.0,1.0,5.275,0.268,101.915,1,0,0,0,8.0,16.545,118.69282157916206,101.915,1.0,101.34196563575314,-16.778,0.573,8
91J. EdgarEDGTrident,26,44:10.083,5.568,0.293,150.343,1:27.267,3,1036,2022,ROUND8Summary,,,91,J  Edgar,EDG,Trident,2650.083,87.267,5.568,26.0,9.0,2644.515,87.1,26.0,1.0,5.568,0.167,101.926,1,0,0,0,9.0,8.261,117.86627889721112,118.447,0.571,101.34196563575314,-15.94,0.584,8
256O. BearmanBEAPREMA Racing,26,44:13.010,8.495,2.927,150.177,1:27.552,15,1036,2022,ROUND8Summary,,,256,O  Bearman,BEA,PREMA Racing,2653.01,87.552,8.495,26.0,10.0,2644.515,87.1,26.0,1.0,8.495,0.452,102.039,1,0,0,0,10.0,6.556,116.49405436371018,116.329,1.0,101.34196563575314,-14.455,0.697,8
1011A. SmolyarSMOMP Motorsport,26,44:13.883,9.368,0.873,150.128,1:27.466,11,1036,2022,ROUND8Summary,,,1011,A  Smolyar,SMO,MP Motorsport,2653.883,87.466,9.368,26.0,11.0,2644.515,87.1,26.0,1.0,9.368,0.366,102.072,1,0,0,0,11.0,12.304,117.034741826324,115.987,0.5,101.34196563575314,-14.962,0.73,8
2326Z. O'SullivanOSUCarlin,26,44:14.643,10.128,0.760,150.085,1:27.491,10,1036,2022,ROUND8Summary,,,2326,Z  O'Sullivan,OSU,Carlin,2654.643,87.491,10.128,26.0,12.0,2644.515,87.1,26.0,1.0,10.128,0.391,102.102,1,0,0,0,12.0,16.957,117.87606165327249,117.008,0.333,101.34196563575314,-15.774,0.76,8
1112K. MainiMAIMP Motorsport,26,44:15.337,10.822,0.694,150.046,1:27.906,11,1036,2022,ROUND8Summary,,,1112,K  Maini,MAI,MP Motorsport,2655.337,87.906,10.822,26.0,13.0,2644.515,87.1,26.0,1.0,10.822,0.806,102.128,1,0,0,0,13.0,12.304,117.034741826324,112.784,0.222,101.34196563575314,-14.906,0.786,8
124A. LeclercLECPREMA Racing,26,44:15.737,11.222,0.400,150.023,1:27.525,12,1036,2022,ROUND8Summary,,,124,A  Leclerc,LEC,PREMA Racing,2655.737,87.525,11.222,26.0,14.0,2644.515,87.1,26.0,1.0,11.222,0.425,102.144,1,0,0,0,14.0,6.556,116.49405436371018,116.463,0.667,101.34196563575314,-14.35,0.802,8
1317K. FrederickFREHitech Grand Prix,26,44:16.733,12.218,0.996,149.967,1:28.137,10,1036,2022,ROUND8Summary,,,1317,K  Frederick,FRE,Hitech Grand Prix,2656.733,88.137,12.218,26.0,15.0,2644.515,87.1,26.0,1.0,12.218,1.037,102.182,1,0,0,0,15.0,14.64,118.58528678994828,117.502,0.333,101.34196563575314,-16.403,0.84,8
1422J. MartíMARCampos Racing,26,44:17.445,12.930,0.712,149.927,1:27.717,11,1036,2022,ROUND8Summary,,,1422,J  Martí,MAR,Campos Racing,2657.445,87.717,12.93,26.0,16.0,2644.515,87.1,26.0,1.0,12.93,0.617,102.209,1,0,0,0,16.0,16.545,118.69282157916206,118.217,0.0,101.34196563575314,-16.483,0.867,8
1515D. SchumacherSCHCharouz Racing System,26,44:18.139,13.624,0.694,149.887,1:28.132,3,1036,2022,ROUND8Summary,,,1515,D  Schumacher,SCH,Charouz Racing System,2658.139,88.132,13.624,26.0,17.0,2644.515,87.1,26.0,1.0,13.624,1.032,102.236,1,0,0,0,17.0,20.913,121.78714174023487,108.549,0.0,101.34196563575314,-19.551,0.894,8
249J. CorreaJCOART Grand Prix,26,44:18.814,14.299,0.675,149.849,1:27.456,11,1036,2022,ROUND8Summary,,,249,J  Correa,JCO,ART Grand Prix,2658.814,87.456,14.299,26.0,18.0,2644.515,87.1,26.0,1.0,14.299,0.356,102.262,1,0,0,0,18.0,9.5,119.54236629086725,120.685,0.375,101.34196563575314,-17.28,0.92,8
1623I. CohenCOHJenzer Motorsport,26,44:19.312,14.797,0.498,149.821,1:28.209,15,1036,2022,ROUND8Summary,,,1623,I  Cohen,COH,Jenzer Motorsport,2659.312,88.209,14.797,26.0,19.0,2644.515,87.1,26.0,1.0,14.797,1.109,102.281,1,0,0,0,19.0,15.64,118.08503178367347,119.742,0.222,101.34196563575314,-15.804,0.939,8
1728E. TrulliTRUCarlin,26,44:19.971,15.456,0.659,149.784,1:28.336,11,1036,2022,ROUND8Summary,,,1728,E  Trulli,TRU,Carlin,2659.971,88.336,15.456,26.0,20.0,2644.515,87.1,26.0,1.0,15.456,1.236,102.307,1,0,0,0,20.0,16.957,117.87606165327249,118.276,0.0,101.34196563575314,-15.569,0.965,8
1816F. PizziPIZCharouz Racing System,26,44:20.122,15.607,0.151,149.776,1:28.227,15,1036,2022,ROUND8Summary,,,1816,F  Pizzi,PIZ,Charouz Racing System,2660.122,88.227,15.607,26.0,21.0,2644.515,87.1,26.0,1.0,15.607,1.127,102.312,1,0,0,0,21.0,20.913,121.78714174023487,119.399,0.0,101.34196563575314,-19.475,0.97,8
1931R. UshijimaUSHVan Amersfoort Racing,26,44:20.590,16.075,0.468,149.749,1:28.290,3,1036,2022,ROUND8Summary,,,1931,R  Ushijima,USH,Van Amersfoort Racing,2660.59,88.29,16.075,26.0,22.0,2644.515,87.1,26.0,1.0,16.075,1.19,102.33,1,0,0,0,22.0,14.0,116.6926409092164,117.037,0.333,101.34196563575314,-14.362,0.988,8
2024F. MalvestitiMALJenzer Motorsport,26,44:20.971,16.456,0.381,149.728,1:28.777,3,1036,2022,ROUND8Summary,,,2024,F  Malvestiti,MAL,Jenzer Motorsport,2660.971,88.777,16.456,26.0,23.0,2644.515,87.1,26.0,1.0,16.456,1.677,102.345,1,0,0,0,23.0,15.64,118.08503178367347,118.119,0.0,101.34196563575314,-15.74,1.003,8
2119N. AzmanAZMHitech Grand Prix,26,44:21.528,17.013,0.557,149.697,1:28.774,3,1036,2022,ROUND8Summary,,,2119,N  Azman,AZM,Hitech Grand Prix,2661.528,88.774,17.013,26.0,24.0,2644.515,87.1,26.0,1.0,17.013,1.674,102.366,1,0,0,0,24.0,14.64,118.58528678994828,121.481,0.0,101.34196563575314,-16.219,1.024,8
2214L. TóthTOTCharouz Racing System,26,44:22.044,17.529,0.516,149.667,1:29.060,15,1036,2022,ROUND8Summary,,,2214,L  Tóth,TOT,Charouz Racing System,2662.044,89.06,17.529,26.0,25.0,2644.515,87.1,26.0,1.0,17.529,1.96,102.386,1,0,0,0,25.0,20.913,121.78714174023487,128.35,0.0,101.34196563575314,-19.401,1.044,8
DNF8G. SaucySAUART Grand Prix,22,37:40.454,DNF,-,149.126,1:27.505,11,1036,2022,ROUND8Summary,,DNF,8,G  Saucy,SAU,ART Grand Prix,2260.454,87.505,,22.0,,2644.515,87.1,26.0,0.846,,0.405,102.748,0,1,0,0,,9.5,119.54236629086725,118.404,0.111,101.34196563575314,-16.794,1.406,8
DNF30R. VillagómezVILVan Amersfoort Racing,21,35:38.733,DNF,-,150.444,1:28.337,11,1036,2022,ROUND8Summary,,DNF,30,R  Villagómez,VIL,Van Amersfoort Racing,2138.733,88.337,,21.0,,2644.515,87.1,26.0,0.808,,1.237,101.844,0,1,0,0,,14.0,116.6926409092164,116.893,0.0,101.34196563575314,-14.848,0.502,8
DNF20D. VidalesVIDCampos Racing,16,26:15.742,DNF,-,155.545,1:28.080,3,1036,2022,ROUND8Summary,,DNF,20,D  Vidales,VID,Campos Racing,1575.742,88.08,,16.0,,2644.515,87.1,26.0,0.615,,0.98,98.484,0,1,0,0,,16.545,118.69282157916206,117.903,0.5,101.34196563575314,-20.209,-2.858,8
DNF27B. BenavidesBENCarlin,3,4:37.548,DNF,-,164.935,1:28.834,3,1036,2022,ROUND8Summary,,DNF,27,B  Benavides,BEN,Carlin,277.548,88.834,,3.0,,2644.515,87.1,26.0,0.115,,1.734,92.516,0,1,0,0,,16.957,117.87606165327249,118.344,0.0,101.34196563575314,-25.36,-8.826,8
DNF25W. AlataloALAJenzer Motorsport,3,4:37.705,DNF,-,164.842,1:28.198,3,1036,2022,ROUND8Summary,,DNF,25,W  Alatalo,ALA,Jenzer Motorsport,277.705,88.198,,3.0,,2644.515,87.1,26.0,0.115,,1.098,92.568,0,1,0,0,,15.64,118.08503178367347,115.787,0.444,101.34196563575314,-25.517,-8.774,8
13Z. MaloneyMALTrident,15,28:00.288,-,-,185.509,1:39.505,7,1037,2022,ROUND9Summary,,,13,Z  Maloney,MAL,Trident,1680.288,99.505,,15.0,1.0,1680.288,98.887,15.0,1.0,0.0,0.618,112.019,1,0,0,0,1.0,8.261,117.86627889721112,117.135,0.556,113.67909519884877,-5.847,-1.66,9
26O. BearmanBEAPREMA Racing,15,28:00.875,0.587,0.587,185.444,1:39.093,11,1037,2022,ROUND9Summary,,,26,O  Bearman,BEA,PREMA Racing,1680.875,99.093,0.587,15.0,2.0,1680.288,98.887,15.0,1.0,0.587,0.206,112.058,1,0,0,0,2.0,6.556,116.49405436371018,116.329,1.0,113.67909519884877,-4.436,-1.621,9
35J. CrawfordCRAPREMA Racing,15,28:05.312,5.024,4.437,184.956,1:39.350,7,1037,2022,ROUND9Summary,,,35,J  Crawford,CRA,PREMA Racing,1685.312,99.35,5.024,15.0,3.0,1680.288,98.887,15.0,1.0,5.024,0.463,112.354,1,0,0,0,3.0,6.556,116.49405436371018,116.69,0.778,113.67909519884877,-4.14,-1.325,9
